time_step,gamma_dose,is_anomaly
0.000000000000000000e+00,1.098202582091875286e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.005884500273377284e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.022872854051569078e+02,0.000000000000000000e+00
3.000000000000000000e+00,9.595952112523788458e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.048324501439251151e+02,0.000000000000000000e+00
5.000000000000000000e+00,1.096032295690808809e+02,0.000000000000000000e+00
6.000000000000000000e+00,9.950133144887114156e+01,0.000000000000000000e+00
7.000000000000000000e+00,9.734828573644652749e+01,0.000000000000000000e+00
8.000000000000000000e+00,1.068008857961266358e+02,0.000000000000000000e+00
9.000000000000000000e+00,9.986461429792628053e+01,0.000000000000000000e+00
1.000000000000000000e+01,1.093251818381227594e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.107677182596649175e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.043631023080952076e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.033957673260160419e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.032377451740793504e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.035629975497670046e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.109893505184093669e+02,0.000000000000000000e+00
1.700000000000000000e+01,1.044415926022896031e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.006021593345194987e+02,0.000000000000000000e+00
1.900000000000000000e+01,1.028876283912525622e+02,0.000000000000000000e+00
2.000000000000000000e+01,9.425618632170382227e+01,0.000000000000000000e+00
2.100000000000000000e+01,1.032659972627157998e+02,0.000000000000000000e+00
2.200000000000000000e+01,9.680526676436595324e+01,0.000000000000000000e+00
2.300000000000000000e+01,1.046278366797029804e+02,0.000000000000000000e+00
2.400000000000000000e+01,1.007866307817644866e+02,0.000000000000000000e+00
2.500000000000000000e+01,1.027790628543539242e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.004421497785514248e+02,0.000000000000000000e+00
2.700000000000000000e+01,1.008336274458489754e+02,0.000000000000000000e+00
2.800000000000000000e+01,9.685844210926126152e+01,0.000000000000000000e+00
2.900000000000000000e+01,1.015219294918242241e+02,0.000000000000000000e+00
3.000000000000000000e+01,1.065347024541704428e+02,0.000000000000000000e+00
3.100000000000000000e+01,1.010312218153653276e+02,0.000000000000000000e+00
3.200000000000000000e+01,1.000478277906283466e+02,0.000000000000000000e+00
3.300000000000000000e+01,9.723789038734709322e+01,0.000000000000000000e+00
3.400000000000000000e+01,1.041780986052792741e+02,0.000000000000000000e+00
3.500000000000000000e+01,1.063953332183654368e+02,0.000000000000000000e+00
3.600000000000000000e+01,9.309354299829280421e+01,0.000000000000000000e+00
3.700000000000000000e+01,1.053602588054172031e+02,0.000000000000000000e+00
3.800000000000000000e+01,1.013233879499392316e+02,0.000000000000000000e+00
3.900000000000000000e+01,9.484927635427673920e+01,0.000000000000000000e+00
4.000000000000000000e+01,9.670955747064762420e+01,0.000000000000000000e+00
4.100000000000000000e+01,9.684077368525993279e+01,0.000000000000000000e+00
4.200000000000000000e+01,9.977195189698990418e+01,0.000000000000000000e+00
4.300000000000000000e+01,1.018105401851727123e+02,0.000000000000000000e+00
4.400000000000000000e+01,1.040689053190354230e+02,0.000000000000000000e+00
4.500000000000000000e+01,1.054845193953077711e+02,0.000000000000000000e+00
4.600000000000000000e+01,9.655283104237699376e+01,0.000000000000000000e+00
4.700000000000000000e+01,9.354385950470086186e+01,0.000000000000000000e+00
4.800000000000000000e+01,1.016297989497664673e+02,0.000000000000000000e+00
4.900000000000000000e+01,1.020158429053965534e+02,0.000000000000000000e+00
5.000000000000000000e+01,9.453892058711036839e+01,0.000000000000000000e+00
5.100000000000000000e+01,1.026981891926952954e+02,0.000000000000000000e+00
5.200000000000000000e+01,1.044708444110986676e+02,0.000000000000000000e+00
5.300000000000000000e+01,9.675553522581573418e+01,0.000000000000000000e+00
5.400000000000000000e+01,1.052675568507942927e+02,0.000000000000000000e+00
5.500000000000000000e+01,1.032213168655554938e+02,0.000000000000000000e+00
5.600000000000000000e+01,1.040074375260026613e+02,0.000000000000000000e+00
5.700000000000000000e+01,1.090588639377241691e+02,0.000000000000000000e+00
5.800000000000000000e+01,9.866921508320712064e+01,0.000000000000000000e+00
5.900000000000000000e+01,1.008521922459660516e+02,0.000000000000000000e+00
6.000000000000000000e+01,1.027611704245525033e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.095828010413710842e+02,0.000000000000000000e+00
6.200000000000000000e+01,9.890184779992999609e+01,0.000000000000000000e+00
6.300000000000000000e+01,9.828184351709866462e+01,0.000000000000000000e+00
6.400000000000000000e+01,9.646165603449726689e+01,0.000000000000000000e+00
6.500000000000000000e+01,1.019522858264764977e+02,0.000000000000000000e+00
6.600000000000000000e+01,9.430011247468159752e+01,0.000000000000000000e+00
6.700000000000000000e+01,1.001748951667029672e+02,0.000000000000000000e+00
6.800000000000000000e+01,9.914148155785186134e+01,0.000000000000000000e+00
6.900000000000000000e+01,1.084499876629675441e+02,0.000000000000000000e+00
7.000000000000000000e+01,1.042292543772844766e+02,0.000000000000000000e+00
7.100000000000000000e+01,1.020069545152693422e+02,0.000000000000000000e+00
7.200000000000000000e+01,1.019120079966787955e+02,0.000000000000000000e+00
7.300000000000000000e+01,1.009448146644156168e+02,0.000000000000000000e+00
7.400000000000000000e+01,1.022049616486394399e+02,0.000000000000000000e+00
7.500000000000000000e+01,1.027328735716047703e+02,0.000000000000000000e+00
7.600000000000000000e+01,1.079384673481026766e+02,0.000000000000000000e+00
7.700000000000000000e+01,1.054794658178077924e+02,0.000000000000000000e+00
7.800000000000000000e+01,1.005641109240755924e+02,0.000000000000000000e+00
7.900000000000000000e+01,1.075912961753496262e+02,0.000000000000000000e+00
8.000000000000000000e+01,1.008594432184314229e+02,0.000000000000000000e+00
8.100000000000000000e+01,9.779833006856181044e+01,0.000000000000000000e+00
8.200000000000000000e+01,9.885142061089352694e+01,0.000000000000000000e+00
8.300000000000000000e+01,1.055936601883865791e+02,0.000000000000000000e+00
8.400000000000000000e+01,1.025027071952518583e+02,0.000000000000000000e+00
8.500000000000000000e+01,9.969654894862262040e+01,0.000000000000000000e+00
8.600000000000000000e+01,9.935213438493616422e+01,0.000000000000000000e+00
8.700000000000000000e+01,1.082684179563374585e+02,0.000000000000000000e+00
8.800000000000000000e+01,1.023383715479485261e+02,0.000000000000000000e+00
8.900000000000000000e+01,1.008435993982830752e+02,0.000000000000000000e+00
9.000000000000000000e+01,1.001655511753632055e+02,0.000000000000000000e+00
9.100000000000000000e+01,9.979197895906264648e+01,0.000000000000000000e+00
9.200000000000000000e+01,1.024144546343479902e+02,0.000000000000000000e+00
9.300000000000000000e+01,9.815907253509357133e+01,0.000000000000000000e+00
9.400000000000000000e+01,1.024842964691990517e+02,0.000000000000000000e+00
9.500000000000000000e+01,9.919999070689856069e+01,0.000000000000000000e+00
9.600000000000000000e+01,1.009100082038278003e+02,0.000000000000000000e+00
9.700000000000000000e+01,1.002160507999361982e+02,0.000000000000000000e+00
9.800000000000000000e+01,1.049027416914166508e+02,0.000000000000000000e+00
9.900000000000000000e+01,1.038678561973247412e+02,0.000000000000000000e+00
1.000000000000000000e+02,1.001576897020165262e+02,0.000000000000000000e+00
1.010000000000000000e+02,1.058892308800917021e+02,0.000000000000000000e+00
1.020000000000000000e+02,9.966250101423371177e+01,0.000000000000000000e+00
